about_me,created_at,default_trade_preference,email_verified,groups,interests,is_active,num_trades,opt_out_email,referral_id,user_id,username,wants_admin_emails,wants_comment_emails,wants_daily_digest_emails,wants_market_alert_emails,wants_question_resolution_emails
I write questions. I clarify questions. I'm interested in lots of discussion around questions.,2013-12-03 14:19:53.006881,None,True,"Admin,SRI,QuestionAdmin,Internal,User","Agriculture,Biology & Medicine,Business of Science and Technology,Chemistry,Computational Sciences,Energy,Engineered Technologies,Global Change",True,2,0,None,31,christinafreyman,True,False,True,True,True
None,2013-12-03 15:20:32.783632,None,True,"Internal,User",Business of Science and Technology,True,0,None,None,32,wsun,True,False,False,False,True
None,2013-12-04 02:56:43.752913,None,True,User,"Business of Science and Technology,Global Change",True,1,None,None,33,mkropf,True,False,False,False,True
None,2013-12-04 09:42:26.752653,None,True,User,"Business of Science and Technology,Computational Sciences",True,0,None,None,34,pwoodrow,True,False,False,False,True
None,2013-12-04 09:46:41.373629,None,True,User,"Business of Science and Technology,Computational Sciences,Energy,Engineered Technologies",True,3,None,None,35,elwing,True,False,False,False,True
None,2013-12-04 09:49:30.083849,2,True,"George Mason University,User","Business of Science and Technology,Chemistry,Computational Sciences,Energy,Engineered Technologies,Global Change",True,97,None,None,36,MemberFDIC,True,False,False,False,True
None,2013-12-04 09:50:58.841168,2,True,User,"Biology & Medicine,Business of Science and Technology,Chemistry,Computational Sciences,Energy,Engineered Technologies,Global Change",True,16,None,None,37,Twillig,True,False,False,False,True
None,2013-12-04 09:58:19.514203,None,True,User,"Business of Science and Technology,Computational Sciences,Engineered Technologies",True,4,None,None,38,dhoe,True,False,False,False,True
None,2013-12-04 10:00:53.872067,None,True,"Study 2.1B,User","Agriculture,Biology & Medicine,Business of Science and Technology,Energy,Engineered Technologies,Global Change",True,15,None,None,39,CirceTwine,True,False,False,False,True
None,2013-12-04 10:06:00.220951,None,True,"Admin,User,Internal,UserAdmin,QuestionAdmin,RolesAdmin,Study 2.1A,Study 2.1B","Agriculture,Biology & Medicine,Business of Science and Technology,Chemistry,Computational Sciences,Energy,Engineered Technologies,Global Change",True,0,None,None,40,Anamaria,True,False,False,False,True
None,2013-12-04 10:38:33.061148,None,True,User,"Agriculture,Biology & Medicine,Business of Science and Technology,Chemistry,Computational Sciences,Energy,Engineered Technologies,Global Change",True,1,None,None,41,NicotineJones,True,False,False,False,True
None,2013-12-04 10:41:01.209276,2,True,User,"Business of Science and Technology,Computational Sciences,Global Change",True,15,None,None,42,truth_wins,True,False,False,False,True
None,2013-12-04 10:48:32.174656,None,True,User,"Biology & Medicine,Business of Science and Technology,Computational Sciences,Energy,Engineered Technologies,Global Change",True,96,None,None,43,seachelle53,True,False,False,False,True
None,2013-12-04 11:00:41.164754,None,True,User,Business of Science and Technology,True,0,None,None,44,istorm,True,False,False,False,True
None,2013-12-04 11:01:46.089844,2,True,"Study 2.1A,Stanford University,Harvard University,User","Business of Science and Technology,Computational Sciences,Energy,Engineered Technologies,Global Change",True,7169,0,None,45,sflicht,True,True,True,True,True
None,2013-12-04 11:02:25.628343,None,True,User,"Business of Science and Technology,Computational Sciences,Energy,Global Change",True,0,None,None,46,codkaz,True,False,False,False,True
None,2013-12-04 11:03:07.272000,2,True,User,"Business of Science and Technology,Computational Sciences,Engineered Technologies",True,4,None,None,47,apexx58,True,False,False,False,True
None,2013-12-04 11:03:27.736846,None,True,User,"Agriculture,Biology & Medicine,Business of Science and Technology,Energy,Global Change",True,7,None,None,48,mvende64,True,False,False,False,True
None,2013-12-04 11:07:46.959824,2,True,"Oregon State University,User","Agriculture,Biology & Medicine,Business of Science and Technology,Chemistry,Computational Sciences,Energy,Engineered Technologies,Global Change",True,8,None,None,49,Rylinks,True,False,False,False,True
None,2013-12-04 11:09:23.998035,None,True,"Study 2.1A,University of Wisconsin,User","Business of Science and Technology,Chemistry,Computational Sciences,Energy,Engineered Technologies,Global Change",True,62,1,None,50,astrojacq,True,False,False,False,True
None,2013-12-04 11:13:43.572275,2,True,User,"Business of Science and Technology,Energy,Engineered Technologies,Global Change",True,2,None,None,51,AskWhy?,True,False,False,False,True
None,2013-12-04 11:13:54.963794,None,True,User,"Agriculture,Biology & Medicine,Business of Science and Technology,Chemistry,Computational Sciences,Energy,Engineered Technologies,Global Change",True,6,1,None,52,tgb,True,False,False,False,True
None,2013-12-04 11:28:07.494708,None,True,User,"Biology & Medicine,Business of Science and Technology,Computational Sciences,Energy,Global Change",True,0,None,None,53,fenn,True,False,False,False,True
None,2013-12-04 11:33:46.658421,2,True,"Study 2.1B,User","Agriculture,Biology & Medicine,Business of Science and Technology,Computational Sciences,Energy,Engineered Technologies,Global Change",True,59,None,None,54,gworley3,True,False,False,False,True
None,2013-12-04 11:39:32.921466,None,False,User,"Business of Science and Technology,Computational Sciences,Energy",False,0,None,None,55,SupraChef,True,False,False,False,True
None,2013-12-04 11:45:15.290542,None,False,User,"Biology & Medicine,Business of Science and Technology,Computational Sciences",False,0,None,None,56,lartronics,True,False,False,False,True
None,2013-12-04 12:13:13.485150,None,True,User,"Agriculture,Business of Science and Technology,Computational Sciences,Energy,Engineered Technologies,Global Change",True,1,None,None,57,ahq41211,True,False,False,False,True
None,2013-12-04 12:16:20.446265,None,True,User,"Business of Science and Technology,Computational Sciences,Energy,Engineered Technologies,Global Change",True,0,None,None,58,Razour,True,False,False,False,True
"I studied mathematics, and for my job, I lead a team of statisticians. I've worked in strategy consulting and predictive analytics in Chicago... I generally try to bet less than how confident I am, and I'll hedge against myself if I get a good opportunity...",2013-12-04 12:35:10.581257,2,True,User,"Business of Science and Technology,Global Change",True,3651,1,None,59,PrieurDeLaCoteD'Or,True,False,False,False,True
None,2013-12-04 12:38:01.948156,None,True,"Study 2.1A,Boston College,User","Agriculture,Biology & Medicine,Computational Sciences",True,54,None,None,60,Karenr1031@yahoo.com,True,False,False,False,True
None,2013-12-04 12:55:36.423841,None,True,User,"Agriculture,Biology & Medicine,Business of Science and Technology,Chemistry,Computational Sciences,Energy,Engineered Technologies,Global Change",True,0,None,None,61,wjs265,True,False,False,False,True
None,2013-12-04 13:04:22.920600,None,True,User,"Biology & Medicine,Business of Science and Technology,Computational Sciences",True,13,None,None,62,dschwarz,True,False,False,False,True
None,2013-12-04 13:09:55.675111,None,True,"Internal,User",,True,1,None,None,63,tlevitt,True,False,False,False,True
None,2013-12-04 14:21:00.761264,None,True,User,"Agriculture,Biology & Medicine,Business of Science and Technology,Computational Sciences,Global Change",True,4,None,None,64,mbentz6,True,False,False,False,True
None,2013-12-04 14:33:12.912519,None,True,"Study 2.1B,User","Biology & Medicine,Business of Science and Technology,Computational Sciences,Energy,Engineered Technologies,Global Change",True,10,None,None,65,GEMMA32,True,False,False,False,True
None,2013-12-04 15:04:20.605752,None,True,User,"Business of Science and Technology,Computational Sciences,Engineered Technologies",True,1,None,None,66,brycesenz,True,False,False,False,True
None,2013-12-04 15:14:21.509154,None,True,"Study 2.1A,User",Engineered Technologies,True,14,None,AAAS,67,starlooney,True,False,False,False,True
None,2013-12-04 15:15:31.068524,None,True,User,"Business of Science and Technology,Computational Sciences,Energy,Engineered Technologies",True,1,None,None,68,jonbernard,True,False,False,False,True
None,2013-12-04 16:30:05.646364,1,True,"Internal,User","Biology & Medicine,Business of Science and Technology,Computational Sciences",True,2,None,None,69,slin8,True,False,False,False,True
None,2013-12-04 16:44:12.932058,None,True,"Internal,User","Business of Science and Technology,Computational Sciences,Global Change",True,0,None,None,70,dewey,True,False,False,False,True
None,2013-12-04 17:42:46.463054,None,True,User,Global Change,True,0,None,None,71,rprecht,True,False,False,False,True
"I am a lawyer who now teaches high school history rather than practicing law. My hobbies are aviculture, gardening, reading, and jewelry design.",2013-12-04 17:52:47.964376,None,True,"University of Maryland,Study 2.1A,User","Agriculture,Biology & Medicine,Business of Science and Technology,Chemistry,Computational Sciences,Energy,Engineered Technologies,Global Change",True,14,None,None,72,Amazon01,True,False,False,False,True
None,2013-12-04 19:40:34.920438,None,True,User,"Business of Science and Technology,Computational Sciences",True,2,1,None,73,fnmeyer,True,False,False,False,True
None,2013-12-04 20:28:52.694912,None,True,"Study 2.1B,User","Agriculture,Biology & Medicine,Energy,Global Change",True,19,None,None,74,bothump1,True,False,False,False,True
None,2013-12-04 20:55:36.219742,None,True,User,"Biology & Medicine,Business of Science and Technology,Computational Sciences,Energy,Engineered Technologies,Global Change",True,0,None,None,75,dllaser,True,False,False,False,True
None,2013-12-04 22:37:44.258137,None,True,User,"Agriculture,Biology & Medicine,Energy,Global Change",True,0,None,None,76,Give_A_Laugh,True,False,False,False,True
None,2013-12-04 23:11:55.970399,None,True,User,"Biology & Medicine,Business of Science and Technology,Computational Sciences,Energy,Engineered Technologies",True,0,None,None,77,beccyesmom,True,False,False,False,True
None,2013-12-05 00:02:13.736609,None,True,User,"Agriculture,Biology & Medicine,Computational Sciences,Global Change",True,0,None,None,78,lmc,True,False,False,False,True
Rarely knowledgeable,2013-12-05 00:44:12.821132,None,True,User,"Agriculture,Biology & Medicine,Business of Science and Technology,Computational Sciences,Energy,Engineered Technologies,Global Change",True,38,1,None,79,replyhazy,True,False,False,False,True
None,2013-12-05 02:26:41.977642,None,True,User,"Biology & Medicine,Business of Science and Technology,Computational Sciences,Energy,Engineered Technologies,Global Change",True,0,None,None,80,humm,True,False,False,False,True
None,2013-12-05 05:56:26.568939,None,False,User,"Agriculture,Biology & Medicine,Business of Science and Technology,Chemistry,Computational Sciences,Energy,Engineered Technologies,Global Change",False,0,None,None,81,Mike,True,False,False,False,True
None,2013-12-05 08:40:55.349853,None,True,"Internal,User","Biology & Medicine,Business of Science and Technology,Computational Sciences,Engineered Technologies",True,0,None,None,82,beth.masimore,True,False,False,False,True
None,2013-12-05 08:46:32.499720,None,True,User,"Agriculture,Chemistry,Energy,Engineered Technologies,Global Change",True,1,None,None,83,moxiepox,True,False,False,False,True
None,2013-12-05 08:52:05.595866,None,True,User,"Business of Science and Technology,Energy,Engineered Technologies,Global Change",True,0,None,None,84,alan.wright,True,False,False,False,True
"I edit mostly on technical fundamentals, usually not with any expert insight. Most of my edits are either (1) betting long-shots, (2) smoothing curves, (3) regression to the mean, or (4) hedging.  Occasionally I'll do some original analysis, and once in a while even some research, and will try to share my work.  Happy to explain or discuss any of my edits.",2013-12-05 10:04:39.865775,2,True,"Providence College,Stanford University,User","Business of Science and Technology,Computational Sciences,Energy,Engineered Technologies,Global Change",True,2073,0,None,85,benthinkin,True,False,False,False,True
None,2013-12-05 10:19:00.679128,None,False,User,"Business of Science and Technology,Computational Sciences,Energy,Engineered Technologies,Global Change",False,0,None,None,86,ben,True,False,False,False,True
None,2013-12-05 10:30:58.038099,None,False,User,"Engineered Technologies,Global Change",False,1,None,None,87,482dec9c5eba3297,True,False,False,False,True
None,2013-12-05 13:19:00.317622,None,True,"Study 2.1A,User","Agriculture,Biology & Medicine,Business of Science and Technology,Chemistry,Energy,Engineered Technologies,Global Change",True,60,None,None,88,Adele_L,True,False,False,False,True
None,2013-12-05 13:49:03.809041,None,True,User,"Agriculture,Biology & Medicine,Business of Science and Technology,Computational Sciences,Energy,Engineered Technologies,Global Change",True,6,1,None,89,DAGGRE_BG,True,False,False,False,True
None,2013-12-05 15:55:13.784292,None,True,"Internal,User",,True,3,None,None,90,yankeeracer73,True,False,False,False,True
None,2013-12-05 17:07:18.134758,None,True,User,"Agriculture,Biology & Medicine,Business of Science and Technology",True,6,None,None,91,Halsall555,True,False,False,False,True
None,2013-12-05 18:36:55.698588,None,True,User,"Biology & Medicine,Business of Science and Technology,Computational Sciences,Engineered Technologies,Global Change",True,1,None,None,92,rdelrio,True,False,False,False,True
None,2013-12-05 18:43:49.085240,None,True,User,"Agriculture,Energy,Global Change",True,0,None,None,93,alexisperez,True,False,False,False,True
None,2013-12-05 19:25:05.645815,None,True,"Study 2.1A,User","Biology & Medicine,Business of Science and Technology,Computational Sciences,Energy,Global Change",True,4,None,None,94,leorodriguez,True,False,False,False,True
None,2013-12-05 19:25:33.853523,None,False,User,"Biology & Medicine,Global Change",False,0,None,None,95,JTeufel,True,False,False,False,True
None,2013-12-05 21:03:08.718183,None,True,"Study 2.1A,University of Michigan,User","Biology & Medicine,Business of Science and Technology,Global Change",True,41,None,None,96,KathyJane,True,False,False,False,True
None,2013-12-06 00:13:20.704044,None,True,User,,True,0,None,None,97,Sandy,True,False,False,False,True
None,2013-12-06 03:51:12.917339,None,True,User,"Agriculture,Biology & Medicine,Business of Science and Technology,Engineered Technologies",True,0,None,None,98,aargh42,True,False,False,False,True
None,2013-12-06 08:28:44.433151,None,True,User,Computational Sciences,True,0,None,None,99,soteri0s,True,False,False,False,True
None,2013-12-06 08:30:56.839767,None,True,User,Computational Sciences,True,0,None,None,100,soteris,True,False,False,False,True
None,2013-12-06 16:23:20.879439,None,True,User,"Computational Sciences,Engineered Technologies",True,187,None,None,101,danutile,True,False,False,False,True
None,2013-12-06 17:01:04.925294,None,True,"Admin,User,Internal,UserAdmin,QuestionAdmin,Study 2.1A,Study 2.1B,IEEE","Business of Science and Technology,Energy",True,3,None,None,102,sgravette,True,False,False,False,True
None,2013-12-06 17:49:37.302936,None,True,User,"Biology & Medicine,Chemistry,Computational Sciences,Energy,Global Change",True,0,None,None,103,MSJohnson90,True,False,False,False,True
None,2013-12-06 19:29:15.483602,None,True,User,"Biology & Medicine,Computational Sciences,Energy,Engineered Technologies,Global Change",True,1,None,None,104,antidentite,True,False,False,False,True
None,2013-12-06 20:19:42.068676,None,True,User,"Agriculture,Business of Science and Technology,Computational Sciences,Energy,Global Change",True,0,None,None,105,ennyar,True,False,False,False,True
None,2013-12-07 00:30:55.138284,None,True,User,"Biology & Medicine,Business of Science and Technology,Chemistry,Energy,Engineered Technologies,Global Change",True,0,None,None,106,tharkun,True,False,False,False,True
None,2013-12-07 06:45:56.983536,None,True,User,"Biology & Medicine,Business of Science and Technology,Computational Sciences,Energy,Engineered Technologies,Global Change",True,0,None,None,107,rumpf,True,False,False,False,True
"Balanced between tech and cultural knowledge, an english major, writer, historian, and database developer.  Moving to a project management and business process development career.",2013-12-07 12:08:19.651248,None,True,"Study 2.1B,User","Agriculture,Computational Sciences,Energy,Engineered Technologies",True,29,None,None,108,dweeb99,True,False,False,False,True
None,2013-12-07 14:06:21.461959,None,True,User,,True,0,None,None,109,galvanca,True,False,False,False,True
None,2013-12-08 04:12:21.755693,None,True,User,"Biology & Medicine,Business of Science and Technology,Computational Sciences,Energy,Engineered Technologies,Global Change",True,5,None,None,110,nivrae,True,False,False,False,True
None,2013-12-08 14:20:01.408965,None,True,User,"Agriculture,Biology & Medicine,Business of Science and Technology,Chemistry,Computational Sciences,Energy,Engineered Technologies,Global Change",True,0,None,None,111,rtammu,True,False,False,False,True
marketing prof at CU-Boulder,2013-12-08 18:26:00.597622,None,True,User,Business of Science and Technology,True,1,None,None,112,kornish,True,False,False,False,True
None,2013-12-08 21:24:03.436178,1,True,User,"Biology & Medicine,Business of Science and Technology,Computational Sciences,Engineered Technologies,Global Change",True,22,None,None,113,Zocalo,True,False,False,False,True
None,2013-12-08 23:39:10.468652,None,True,"Study 2.1A,User","Agriculture,Business of Science and Technology,Computational Sciences,Energy,Engineered Technologies,Global Change",True,4,None,None,114,sclopit,True,False,False,False,True
None,2013-12-09 03:34:21.271932,None,True,User,"Business of Science and Technology,Computational Sciences,Engineered Technologies",True,28,1,None,115,mgilbir,True,False,False,False,True
None,2013-12-09 13:01:34.153318,None,True,User,Chemistry,True,0,None,None,116,Bdoctor45,True,False,False,False,True
None,2013-12-09 13:32:05.425159,None,True,"Internal,User","Agriculture,Biology & Medicine,Business of Science and Technology,Chemistry,Computational Sciences,Energy,Engineered Technologies,Global Change",True,0,None,None,117,BAE11,True,False,False,False,True
None,2013-12-09 14:23:10.264643,None,True,User,"Business of Science and Technology,Computational Sciences,Energy,Engineered Technologies,Global Change",True,0,None,None,118,sanderson,True,False,False,False,True
None,2013-12-09 15:09:22.430876,None,True,User,"Business of Science and Technology,Energy,Global Change",True,1,None,None,119,jsoll,True,False,False,False,True
None,2013-12-09 17:57:06.583909,None,True,User,"Computational Sciences,Energy,Engineered Technologies,Global Change",True,0,None,None,120,htt,True,False,False,False,True
None,2013-12-09 19:02:06.922164,None,True,User,"Chemistry,Energy,Global Change",True,1,None,None,121,aliceq,True,False,False,False,True
None,2013-12-10 01:57:17.867614,2,True,"University of California, Berkeley,User","Biology & Medicine,Business of Science and Technology,Chemistry,Computational Sciences,Engineered Technologies",True,310,None,None,122,HAL9000,True,False,False,False,True
None,2013-12-10 08:54:51.519899,None,True,User,"Biology & Medicine,Business of Science and Technology,Computational Sciences,Engineered Technologies",True,0,None,None,123,skypilot,True,False,False,False,True
None,2013-12-10 09:54:19.953674,None,True,"George Mason University,Study 2.1B,User",,True,41,None,None,124,Beth81,True,False,False,False,True
None,2013-12-10 15:15:53.218706,None,True,User,"Agriculture,Biology & Medicine,Business of Science and Technology,Chemistry,Computational Sciences,Energy,Engineered Technologies,Global Change",True,0,None,None,125,bobak,True,False,False,False,True
None,2013-12-10 15:20:57.362089,None,True,"Internal,User","Agriculture,Biology & Medicine,Business of Science and Technology,Chemistry,Computational Sciences,Energy,Engineered Technologies,Global Change",True,0,1,None,126,jlu_bae,True,False,False,False,True
None,2013-12-11 00:12:59.486074,None,True,User,"Business of Science and Technology,Computational Sciences,Global Change",True,0,None,None,127,neverknowsbest,True,False,False,False,True
None,2013-12-11 09:10:52.616179,None,True,User,Biology & Medicine,True,0,None,None,128,loganju,True,False,False,False,True
None,2013-12-11 09:44:15.029809,None,True,User,Biology & Medicine,True,0,None,None,129,bernielasalle,True,False,False,False,True
None,2013-12-11 10:18:50.471255,None,True,User,"Business of Science and Technology,Engineered Technologies,Global Change",True,3,None,None,130,beachkbk,True,False,False,False,True
None,2013-12-11 10:29:21.008818,None,True,User,"Biology & Medicine,Business of Science and Technology,Computational Sciences,Energy,Engineered Technologies,Global Change",True,0,None,None,131,JBK00,True,False,False,False,True
None,2013-12-11 15:34:13.775286,None,True,User,"Biology & Medicine,Business of Science and Technology,Computational Sciences",True,0,None,None,132,shf,True,False,False,False,True
None,2013-12-11 19:09:43.728469,None,True,User,"Chemistry,Computational Sciences,Energy,Engineered Technologies,Global Change",True,1,None,None,133,Bob Carver,True,False,False,False,True
None,2013-12-12 00:21:38.253805,None,True,User,"Biology & Medicine,Computational Sciences,Engineered Technologies,Global Change",True,0,None,None,134,pengwg,True,False,False,False,True
None,2013-12-12 04:00:20.469497,None,False,"Internal,User","Agriculture,Business of Science and Technology,Computational Sciences,Energy,Engineered Technologies,Global Change",False,0,None,None,135,sethbarrister3@gmail.com,True,False,False,False,True
None,2013-12-12 04:36:12.088425,None,True,"Study 2.1B,User","Biology & Medicine,Business of Science and Technology,Engineered Technologies",True,3,None,None,136,cdraley,True,False,False,False,True
None,2013-12-12 12:20:06.953280,None,False,User,"Biology & Medicine,Business of Science and Technology,Computational Sciences,Engineered Technologies",False,0,None,None,137,auerswald,True,False,False,False,True
None,2013-12-12 12:24:22.262674,None,True,User,"Biology & Medicine,Business of Science and Technology,Computational Sciences,Engineered Technologies",True,0,None,None,138,pauerswald@gmu.edu,True,False,False,False,True
None,2013-12-12 15:40:31.125786,2,True,"Admin,User,Internal,UserAdmin,QuestionAdmin,RolesAdmin,BadgesAdmin,Study 2.1A,BannerAdmin",,True,14,None,None,139,kennyth0,True,False,False,False,True
None,2013-12-12 16:27:57.517547,2,True,"Admin,User,Internal,UserAdmin,EmailAdmin,QuestionAdmin,GroupsAdmin,TRADOC,IEEE_TRADOC,Tournament","Business of Science and Technology,Computational Sciences,Engineered Technologies,Global Change",True,9,None,None,140,kadscidan,True,False,False,False,True
None,2013-12-12 22:52:50.250653,None,True,User,"Computational Sciences,Energy",True,0,1,AAAS,141,PGraff,True,False,False,False,True
None,2013-12-13 05:46:14.135969,None,True,User,"Biology & Medicine,Business of Science and Technology,Computational Sciences,Energy,Engineered Technologies",True,0,None,None,142,typkera,True,False,False,False,True
None,2013-12-13 09:17:47.085527,None,True,User,Engineered Technologies,True,0,None,None,143,tr-scicast,True,False,False,False,True
None,2013-12-13 10:40:08.230075,None,True,User,"Business of Science and Technology,Computational Sciences,Energy,Engineered Technologies,Global Change",True,1,None,None,144,lmcfar,True,False,False,False,True
None,2013-12-13 12:11:30.911640,None,True,"Study 2.1A,User","Agriculture,Biology & Medicine,Business of Science and Technology,Chemistry,Computational Sciences,Energy,Engineered Technologies,Global Change",True,7,None,None,145,FaileC,True,False,False,False,True
None,2013-12-13 12:12:40.705243,None,True,User,"Business of Science and Technology,Computational Sciences,Engineered Technologies,Global Change",True,0,None,None,146,djscott,True,False,False,False,True
None,2013-12-13 12:30:48.872913,None,True,User,"Business of Science and Technology,Computational Sciences,Engineered Technologies",True,0,None,None,147,cslockett,True,False,False,False,True
None,2013-12-13 13:21:19.364439,None,True,User,"Business of Science and Technology,Computational Sciences,Engineered Technologies,Global Change",True,6,None,None,148,cc-huck,True,False,False,False,True
None,2013-12-13 13:39:06.647343,None,True,User,"Business of Science and Technology,Computational Sciences,Engineered Technologies,Global Change",True,0,None,None,149,reinakahn,True,False,False,False,True
None,2013-12-13 14:39:27.136590,None,True,"Internal,User","Agriculture,Biology & Medicine,Business of Science and Technology,Chemistry,Computational Sciences,Energy,Engineered Technologies,Global Change",True,0,None,None,150,manindune,True,False,False,False,True
